no_of_dependents,income_annum,loan_amount,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,scaled_loan_term
1,9300000,28900000,526,11100000,1600000,19700000,11000000,7.222222222222222
2,6600000,25600000,740,10900000,1900000,18900000,9200000,7.222222222222222
1,9500000,28700000,526,24600000,4900000,31800000,6600000,12.777777777777779
0,6100000,19200000,890,13900000,5900000,16700000,7600000,7.222222222222222
1,2600000,8600000,730,800000,2900000,6000000,3100000,7.222222222222222
4,6900000,13800000,715,2100000,6100000,20900000,8200000,12.777777777777779
4,3200000,12800000,638,4300000,2600000,8000000,3800000,8.333333333333334
0,1200000,3200000,473,2100000,600000,2400000,1200000,13.88888888888889
4,8500000,17800000,698,6700000,4300000,28600000,8000000,6.111111111111111
0,8500000,21000000,665,3600000,9600000,27500000,11300000,7.222222222222222
2,8100000,22300000,737,22300000,12600000,27000000,7300000,13.88888888888889
0,5400000,10900000,366,3700000,500000,21000000,4800000,15.0
1,8800000,28600000,631,11000000,13200000,25000000,7700000,8.333333333333334
0,4200000,16400000,539,9500000,2100000,11400000,3100000,15.0
4,8900000,21100000,631,4200000,200000,25800000,6200000,7.222222222222222
1,7000000,21000000,554,16900000,6600000,14600000,5600000,15.0
0,9100000,27100000,787,24300000,2900000,34800000,9500000,10.555555555555555
4,7300000,22900000,848,6300000,2900000,28500000,4100000,10.555555555555555
0,5100000,11600000,308,8700000,1300000,10700000,7000000,9.444444444444445
2,7100000,21500000,610,5800000,12100000,14200000,9300000,12.777777777777779
2,4100000,12800000,344,10300000,7000000,15800000,4100000,12.777777777777779
3,9700000,35300000,462,11500000,9500000,33700000,7200000,6.111111111111111
0,6300000,19600000,425,15900000,10400000,13300000,5900000,7.222222222222222
2,1700000,5300000,761,2500000,500000,3700000,1200000,15.0
2,5800000,18600000,532,10900000,900000,12300000,6700000,13.88888888888889
4,7900000,31500000,534,12400000,8500000,21600000,6400000,15.0
5,7000000,24000000,336,2300000,11900000,27500000,9700000,7.222222222222222
0,7100000,20100000,756,8000000,5000000,17600000,5400000,12.777777777777779
1,5200000,15000000,794,3200000,7200000,16500000,5100000,10.555555555555555
3,5200000,16300000,335,9500000,7000000,13600000,7300000,8.333333333333334
5,5500000,21200000,582,12100000,8300000,17100000,3100000,6.111111111111111
4,3500000,8300000,897,7900000,5500000,12600000,1800000,5.0
5,500000,900000,618,1400000,600000,1200000,400000,13.88888888888889
5,4500000,11600000,306,4800000,1900000,11900000,5700000,15.0
2,9300000,22000000,393,4300000,3800000,28400000,13900000,11.666666666666668
2,1900000,4500000,805,2200000,3100000,4800000,2300000,7.222222222222222
3,8300000,25900000,696,14400000,12200000,23500000,7100000,8.333333333333334
5,6400000,23900000,406,14700000,12400000,25400000,4300000,7.222222222222222
1,400000,1500000,688,400000,300000,1200000,200000,12.777777777777779
3,6300000,17000000,388,11700000,2100000,16100000,3200000,12.777777777777779
1,5500000,14900000,403,7400000,8900000,19700000,4100000,5.0
3,2100000,8200000,754,900000,2900000,4900000,1000000,7.222222222222222
3,9400000,20300000,649,19600000,6700000,36100000,10000000,9.444444444444445
0,3800000,11700000,351,100000,6700000,12500000,3100000,5.0
2,7400000,27300000,561,12600000,400000,27100000,9600000,13.88888888888889
0,500000,1800000,531,1300000,500000,1900000,700000,5.0
4,4300000,15000000,383,4700000,100000,9000000,4900000,8.333333333333334
2,9800000,32700000,304,4700000,19000000,24500000,8600000,5.0
4,2800000,10000000,655,4900000,3600000,8500000,3300000,10.555555555555555
5,4600000,14400000,785,6500000,6300000,14700000,6200000,7.222222222222222
2,7300000,28700000,634,5900000,3800000,21200000,10800000,11.666666666666668
0,2900000,7600000,320,8000000,5600000,9600000,3100000,8.333333333333334
0,5200000,17800000,558,8300000,5400000,13000000,3100000,13.88888888888889
2,8900000,28500000,367,22200000,16600000,21500000,9300000,7.222222222222222
1,2800000,9100000,510,2400000,4200000,10400000,3000000,11.666666666666668
2,8600000,24900000,607,13600000,7600000,31800000,5400000,15.0
5,6800000,18000000,690,17800000,11800000,25000000,9300000,10.555555555555555
2,1500000,4900000,387,-100000,2400000,3700000,1300000,12.777777777777779
2,5400000,14300000,477,10200000,700000,11100000,5500000,11.666666666666668
3,5100000,11000000,826,11800000,2900000,12900000,2700000,12.777777777777779
4,800000,2800000,453,1500000,300000,2900000,600000,10.555555555555555
0,6000000,23600000,776,13800000,2700000,23400000,8800000,7.222222222222222
4,5700000,21100000,489,500000,4300000,12500000,6000000,13.88888888888889
1,9600000,34500000,795,9500000,900000,32000000,9300000,5.0
2,2000000,4000000,502,4900000,1500000,5400000,1300000,11.666666666666668
3,8100000,22300000,686,20400000,8700000,19200000,6200000,9.444444444444445
2,9600000,29900000,778,2400000,17600000,22700000,8000000,10.555555555555555
0,6200000,12900000,695,1900000,3700000,22200000,4200000,9.444444444444445
1,5200000,12600000,721,1100000,8700000,13900000,3600000,9.444444444444445
2,9900000,19900000,312,21400000,2200000,31400000,11000000,7.222222222222222
0,5300000,17900000,678,4700000,3900000,14400000,3600000,7.222222222222222
5,5700000,11500000,732,15800000,3700000,15600000,5300000,5.0
2,8400000,24500000,588,11000000,1300000,22900000,10400000,7.222222222222222
1,3900000,15100000,527,10600000,5100000,11100000,3800000,10.555555555555555
2,1400000,4700000,563,400000,2300000,2800000,1400000,15.0
5,2600000,9100000,309,6400000,1400000,5900000,3400000,6.111111111111111
3,3500000,13300000,798,7400000,5300000,12100000,3600000,6.111111111111111
4,8200000,28500000,378,6800000,11200000,26400000,11500000,5.0
5,1300000,4300000,595,1300000,500000,2900000,1500000,5.0
3,1800000,5700000,670,5300000,3100000,3500000,2700000,11.666666666666668
3,2000000,6900000,834,2200000,2800000,6400000,3000000,7.222222222222222
1,7900000,25700000,681,14900000,3000000,18100000,8800000,15.0
2,2900000,10200000,315,8100000,400000,6500000,1600000,9.444444444444445
0,800000,3200000,467,900000,400000,3100000,800000,8.333333333333334
3,1000000,2800000,757,2500000,100000,3800000,900000,6.111111111111111
4,7100000,14300000,537,13700000,10400000,18200000,6100000,11.666666666666668
4,2300000,7800000,540,1500000,3400000,4700000,2800000,8.333333333333334
4,4600000,11000000,491,9000000,4000000,16100000,3500000,5.0
1,1000000,2100000,715,2200000,1000000,2200000,1100000,7.222222222222222
2,3300000,9600000,896,9900000,900000,12100000,4900000,13.88888888888889
5,1900000,7500000,715,5100000,2800000,6500000,2800000,15.0
0,6200000,14900000,855,-100000,7200000,14200000,8200000,8.333333333333334
2,1300000,2700000,627,100000,300000,2600000,1300000,8.333333333333334
0,8800000,29800000,343,20000000,4900000,33300000,12200000,8.333333333333334
2,7000000,19000000,523,5300000,9300000,25800000,9500000,7.222222222222222
0,9000000,33500000,801,11600000,8900000,35400000,11100000,8.333333333333334
1,600000,1900000,445,1200000,100000,1600000,300000,8.333333333333334
3,8700000,30500000,443,11800000,1800000,24600000,8100000,5.0
4,6900000,21400000,577,12500000,2200000,14900000,6300000,9.444444444444445
3,8900000,22500000,887,23300000,10800000,33500000,9500000,10.555555555555555
3,9500000,20600000,731,13400000,3800000,20700000,9200000,5.0
3,2400000,8200000,531,6800000,1900000,5700000,2000000,9.444444444444445
1,8600000,26700000,735,11800000,9100000,20700000,11200000,9.444444444444445
1,3500000,10500000,454,8300000,4000000,7600000,2100000,15.0
4,8000000,30100000,431,11900000,13800000,18800000,11500000,6.111111111111111
4,700000,2600000,478,600000,600000,2100000,300000,13.88888888888889
1,9200000,31500000,698,5300000,6100000,20400000,8300000,13.88888888888889
1,9800000,26900000,792,15900000,14100000,25200000,11900000,13.88888888888889
3,4100000,15300000,440,7500000,5100000,8200000,2000000,7.222222222222222
2,4800000,15300000,503,3300000,4000000,12000000,4300000,10.555555555555555
2,7400000,16000000,358,16700000,5500000,26800000,4300000,15.0
4,7100000,19400000,363,17900000,2600000,22600000,4000000,12.777777777777779
5,3600000,12800000,320,2500000,2900000,12600000,2900000,6.111111111111111
2,3900000,13600000,373,11600000,1000000,8400000,3600000,9.444444444444445
2,300000,800000,752,600000,300000,1000000,400000,9.444444444444445
1,6500000,18500000,815,6300000,10000000,13400000,4000000,12.777777777777779
1,4400000,10600000,360,6600000,7700000,15100000,5000000,6.111111111111111
3,2900000,8500000,834,1200000,4500000,8800000,1800000,11.666666666666668
3,4400000,15300000,865,1200000,8400000,15000000,3400000,12.777777777777779
3,4800000,11500000,535,3600000,8000000,15600000,5400000,10.555555555555555
0,3500000,7800000,366,6400000,3000000,13700000,4900000,11.666666666666668
1,8900000,21200000,716,5400000,9200000,23800000,7900000,8.333333333333334
1,7200000,15100000,379,2600000,8300000,21700000,8200000,8.333333333333334
5,7100000,27000000,592,5100000,9600000,20200000,7600000,15.0
0,9000000,24300000,599,12900000,3400000,26900000,6400000,9.444444444444445
4,500000,1300000,809,200000,300000,900000,500000,7.222222222222222
2,6800000,14800000,803,11300000,3300000,19600000,6600000,11.666666666666668
1,1700000,5600000,882,3100000,2600000,6700000,1600000,5.0
1,1200000,4600000,323,2000000,1700000,2600000,1400000,15.0
2,2100000,4700000,546,6000000,3200000,5700000,1500000,5.0
3,9200000,28900000,538,13900000,8300000,32400000,4900000,8.333333333333334
3,4300000,16600000,571,5700000,3700000,12800000,5800000,9.444444444444445
4,7500000,21900000,585,6800000,12200000,27500000,8100000,5.0
0,500000,1300000,825,600000,0,1800000,200000,6.111111111111111
3,4100000,11700000,729,6900000,6200000,15400000,2100000,9.444444444444445
3,6300000,19900000,770,1900000,2400000,15500000,3100000,10.555555555555555
0,4300000,9900000,696,12400000,2100000,17000000,2100000,6.111111111111111
3,2600000,8100000,421,4200000,3100000,6200000,2500000,5.0
4,500000,1500000,461,1300000,500000,1700000,200000,7.222222222222222
2,8400000,28300000,822,1800000,16000000,33000000,4400000,9.444444444444445
0,4100000,11100000,785,6800000,5300000,8500000,4800000,12.777777777777779
1,300000,1000000,431,400000,500000,900000,100000,9.444444444444445
5,7000000,21800000,631,8100000,7100000,14600000,10000000,6.111111111111111
3,7300000,21600000,557,1900000,3800000,26400000,9300000,15.0
2,8200000,27200000,425,11400000,4900000,29300000,4500000,9.444444444444445
3,4600000,17800000,716,12600000,2600000,10800000,4500000,15.0
5,200000,700000,707,-100000,100000,500000,200000,13.88888888888889
4,6200000,18300000,900,16900000,3400000,15300000,6400000,6.111111111111111
0,5000000,18900000,641,4300000,8500000,19600000,6700000,7.222222222222222
5,5200000,11700000,658,8100000,5100000,11400000,5600000,7.222222222222222
3,3900000,10700000,790,10600000,1900000,12500000,2700000,7.222222222222222
4,9000000,30400000,532,21000000,7400000,30500000,13100000,15.0
2,6600000,23200000,555,9900000,6500000,23300000,3300000,12.777777777777779
4,9700000,19400000,798,6400000,13700000,20300000,12800000,15.0
4,8600000,21400000,476,6200000,2700000,28000000,12800000,11.666666666666668
4,6200000,21300000,882,11800000,3500000,12900000,4100000,12.777777777777779
5,5700000,11600000,892,10200000,6100000,19800000,7400000,6.111111111111111
5,6800000,24800000,621,13000000,13500000,23300000,4800000,8.333333333333334
5,6200000,13700000,468,3300000,12300000,13900000,5500000,5.0
5,2300000,4700000,592,1600000,3900000,6200000,2800000,13.88888888888889
0,8600000,29400000,643,1000000,14100000,33000000,12300000,12.777777777777779
5,7900000,28600000,812,12100000,14400000,30000000,11700000,10.555555555555555
4,9700000,33300000,784,14600000,15800000,37900000,6500000,10.555555555555555
3,4000000,8300000,531,3700000,7400000,15200000,5900000,8.333333333333334
1,9100000,23600000,535,2800000,17600000,26400000,4500000,15.0
4,4200000,15500000,794,7300000,700000,13400000,2200000,13.88888888888889
0,2600000,7500000,853,4200000,3900000,9600000,1400000,5.0
5,3200000,10100000,828,8500000,6000000,8700000,3000000,7.222222222222222
0,2100000,4900000,359,1000000,800000,6100000,1000000,9.444444444444445
1,7400000,19800000,458,12600000,6200000,27700000,4000000,13.88888888888889
0,1900000,6400000,704,900000,3400000,5300000,1900000,15.0
3,700000,2500000,819,1600000,1000000,2100000,900000,11.666666666666668
3,1600000,3500000,844,4500000,2200000,5200000,1600000,9.444444444444445
2,5700000,20400000,630,3000000,3100000,22600000,2900000,5.0
1,6500000,16000000,862,2000000,0,24000000,9700000,7.222222222222222
1,1600000,4800000,544,2200000,200000,6200000,1200000,11.666666666666668
5,6200000,22200000,819,13500000,6600000,21700000,8700000,15.0
1,7300000,19200000,599,18400000,5400000,15900000,3700000,11.666666666666668
5,8100000,32100000,823,18200000,1800000,24100000,6500000,7.222222222222222
3,6900000,26000000,828,14800000,4200000,18500000,3600000,11.666666666666668
5,6700000,17700000,482,3200000,10400000,18500000,5700000,7.222222222222222
1,9800000,23300000,430,3200000,12600000,30500000,13900000,10.555555555555555
0,5300000,13300000,572,4200000,2500000,18000000,7100000,10.555555555555555
2,7000000,23900000,628,13400000,6600000,25200000,7200000,13.88888888888889
0,6000000,23900000,394,6700000,5800000,21900000,4500000,6.111111111111111
4,5900000,19900000,469,14200000,6800000,22100000,3200000,11.666666666666668
2,7100000,26600000,727,16500000,9800000,21100000,7900000,7.222222222222222
5,9400000,25800000,625,28200000,15400000,30800000,11100000,11.666666666666668
2,3900000,11300000,516,3100000,0,10400000,4600000,10.555555555555555
1,4300000,9400000,543,7400000,5200000,14800000,4200000,7.222222222222222
4,3200000,12200000,683,-100000,1100000,7500000,2900000,11.666666666666668
5,9900000,35700000,392,7900000,4300000,39200000,13000000,9.444444444444445
1,1400000,4100000,530,1200000,1100000,3000000,1900000,15.0
3,4500000,13100000,570,10500000,2000000,10100000,5800000,10.555555555555555
0,3400000,10800000,439,5300000,1400000,11600000,1900000,7.222222222222222
4,3100000,11500000,785,3200000,3100000,9100000,4200000,11.666666666666668
4,9000000,34700000,771,4800000,9500000,34100000,7700000,6.111111111111111
4,5100000,16100000,436,11400000,2700000,13100000,6700000,11.666666666666668
2,4300000,10600000,431,2100000,1500000,9300000,5200000,13.88888888888889
5,6000000,11900000,629,2500000,0,19200000,4200000,5.0
0,2500000,7800000,437,5800000,0,5800000,3300000,8.333333333333334
0,3100000,7100000,498,3800000,1100000,12200000,4300000,9.444444444444445
2,4100000,11400000,505,8100000,7500000,10100000,5500000,11.666666666666668
2,4800000,13200000,310,11800000,4600000,12900000,4200000,15.0
4,6700000,15800000,466,7500000,4600000,19900000,6600000,10.555555555555555
4,7700000,23400000,400,3900000,3400000,20800000,10700000,7.222222222222222
1,1100000,2700000,346,1900000,300000,2200000,800000,12.777777777777779
2,500000,1600000,663,1300000,100000,1300000,700000,6.111111111111111
3,8300000,18900000,316,20200000,9700000,21300000,8200000,6.111111111111111
2,6600000,15000000,401,13600000,6600000,23500000,3300000,12.777777777777779
0,4100000,15400000,304,3000000,5200000,16200000,3100000,12.777777777777779
3,1500000,5500000,717,2100000,800000,4400000,1300000,12.777777777777779
0,4100000,12200000,417,2700000,2200000,8800000,3300000,8.333333333333334
0,7000000,27800000,640,11500000,3700000,16000000,8200000,12.777777777777779
3,4500000,11400000,391,8500000,6800000,9900000,4500000,8.333333333333334
2,9700000,35100000,612,13400000,13500000,38200000,6500000,15.0
3,8900000,35400000,404,22300000,7700000,26400000,5900000,11.666666666666668
4,8400000,19700000,889,22400000,5800000,22000000,12100000,11.666666666666668
1,3400000,7200000,741,4300000,6600000,11500000,3900000,8.333333333333334
5,3000000,8800000,402,5600000,5300000,8600000,4200000,11.666666666666668
3,9000000,26500000,533,17100000,12400000,27800000,6000000,8.333333333333334
4,2200000,8600000,461,1400000,3000000,4700000,2100000,5.0
1,2500000,7600000,888,7400000,4200000,6400000,1900000,15.0
3,4100000,13900000,383,1900000,2300000,15800000,3800000,15.0
1,9700000,25500000,741,21900000,6200000,34800000,4900000,13.88888888888889
1,1200000,3400000,717,3100000,1500000,2500000,900000,15.0
5,3000000,11100000,441,8500000,2500000,7300000,2000000,10.555555555555555
5,5600000,13600000,449,5900000,5700000,18800000,4300000,6.111111111111111
2,8400000,23200000,476,15200000,5400000,18700000,8600000,12.777777777777779
0,2600000,9400000,879,2800000,1400000,5100000,2300000,13.88888888888889
3,9000000,22700000,793,11700000,10800000,35000000,7000000,12.777777777777779
0,7700000,18100000,705,6100000,5100000,23800000,6300000,13.88888888888889
0,1100000,2800000,431,500000,300000,4300000,1400000,13.88888888888889
